trials,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
quadruped,0.501960158348,0.442983776331,0.515981554985,0.481311738491,0.493794232607,0.479771465063,0.458103835583,0.491628944874,0.457792580128,0.363837718964,0.423761457205,0.407431423664,0.457865029573,0.513124585152,0.480207771063,0.516502201557,0.450453132391,0.468961626291,0.498148173094,0.49154856801,0.510092794895,0.457550376654,0.452548652887,0.459867089987,0.507306158543,0.49439278245,0.436245173216,0.405101418495,0.530074715614,0.536631345749
branchbot,0.435461312532,0.340677678585,0.430335342884,0.299199491739,0.482022821903,0.281327664852,0.30525174737,0.346011161804,0.28770595789,0.328269422054,0.30818387866,0.274727910757,0.393124878407,0.199895620346,0.320016294718,0.392926186323,0.24369867146,0.253999620676,0.300365507603,0.26494795084,0.152697563171,0.409158855677,0.177901104093,0.335839867592,0.292045384645,0.320835739374,0.349791437387,0.471814274788,0.275825172663,0.535127103329
treebot,0.23811237514,0.245912447572,0.420150339603,0.435207039118,0.437882095575,0.266443103552,0.26637929678,0.209227353334,0.319212585688,0.288573235273,0.379491955042,0.148872062564,0.236926883459,0.277831882238,0.360399782658,0.357917696238,0.501961708069,0.30135306716,0.453184753656,0.278025090694,0.211961641908,0.319718211889,0.366208314896,0.315151065588,0.248905822635,0.544569134712,0.166666671634,0.525231480598,0.293269366026,0.251288622618
snakebot,0.549696743488,0.500986516476,0.488445490599,0.493958503008,0.451048523188,0.469573169947,0.474904745817,0.48208078742,0.511277973652,0.49777969718,0.452575206757,0.503540158272,0.473731845617,0.495449602604,0.474345415831,0.464824140072,0.481544673443,0.541311919689,0.51866286993,0.447716444731,0.499114125967,0.495175480843,0.404672771692,0.56305783987,0.515075206757,0.432057023048,0.440247893333,0.525951445103,0.498980373144,0.372448056936
tablebot,0.125379174948,0.170591756701,0.171012043953,0.261797517538,0.0657851547003,0.286934643984,0.410335063934,0.331600010395,0.174821332097,0.307042449713,0.176261663437,0.231347337365,0.180176541209,0.176969364285,0.181015595794,0.0811841636896,0.366388529539,0.136055439711,0.0622840598226,0.181048169732,0.276371032,0.447284013033,0.280411243439,0.307226151228,0.133833423257,0.317128360271,0.242142245173,0.195034980774,0.0940887033939,0.100785046816
starfishbot,0.120553955436,0.142059534788,0.294877320528,0.235921829939,0.268751829863,0.300480991602,0.135606735945,0.156299725175,0.227649405599,0.279452413321,0.182242259383,0.213670700788,0.439956605434,0.282849133015,0.488583564758,0.153950482607,0.180122345686,0.112672805786,0.0269933249801,0.236567735672,0.337455838919,0.137837916613,0.384733587503,0.107441812754,0.152101770043,0.460993021727,0.258233934641,0.104093201458,0.286835819483,0.235116258264
spherebot,0.561507105827,0.510353922844,0.508413493633,0.467442750931,0.528978228569,0.494893312454,0.495280325413,0.534092128277,0.501645088196,0.519956886768,0.515288829803,0.49850153923,0.497550070286,0.503516495228,0.504689276218,0.48878750205,0.502058088779,0.498216807842,0.494803279638,0.526359021664,0.49476441741,0.50017362833,0.499520033598,0.507405459881,0.525203168392,0.496063232422,0.564089238644,0.506804585457,0.5061840415,0.504343867302
crabbot,0.395056039095,0.347508728504,0.372476428747,0.450101226568,0.376641333103,0.429884701967,0.339982539415,0.422425270081,0.309441804886,0.444734156132,0.481040507555,0.349300712347,0.316528379917,0.433084636927,0.351934581995,0.43234872818,0.326497167349,0.309943944216,0.314207136631,0.420894652605,0.261846005917,0.389027237892,0.387112945318,0.360571295023,0.376724094152,0.396555989981,0.331279844046,0.477951139212,0.511030972004,0.432746320963
