trials,0,1,2,3,4,5,6,7,8,9
quadruped,0.396383523941,0.451110184193,0.407223075628,0.443124949932,0.363448560238,0.403334468603,0.424115002155,0.373646557331,0.460847139359,0.375377088785
branchbot,0.289176851511,0.312383472919,0.30725556612,0.313459575176,0.351265877485,0.332807481289,0.384959280491,0.354115903378,0.326280206442,0.388653188944
treebot,0.409455001354,0.286130487919,0.186412885785,0.298562020063,0.272571891546,0.294687360525,0.269978225231,0.294230133295,0.339632362127,0.293144851923
snakebot,0.518256962299,0.519521594048,0.446498811245,0.414852678776,0.48413592577,0.436994850636,0.428197681904,0.485084712505,0.412710279226,0.438779681921
tablebot,0.16118144989,0.181027859449,0.306974351406,0.0866547673941,0.173548966646,0.246686220169,0.160678893328,0.115919090807,0.150407880545,0.247769922018
starfishbot,0.191012054682,0.252689450979,0.242073014379,0.177509441972,0.163376837969,0.320899069309,0.20375867188,0.191758975387,0.223888680339,0.101442299783
spherebot,0.381897032261,0.462439149618,0.430227518082,0.379947900772,0.4342058599,0.432866096497,0.459987729788,0.446552574635,0.446965992451,0.409032285213
crabbot,0.34489095211,0.370155990124,0.310736656189,0.352480828762,0.314560353756,0.276162803173,0.382505387068,0.410167992115,0.437701076269,0.303382635117
