trials,0,1,2,3,4,5,6,7,8,9
quadruped,0.473774015903,0.400071144104,0.567488491535,0.483138263226,0.505703806877,0.498603671789,0.433715254068,0.399719625711,0.502999126911,0.523861467838
branchbot,0.474874317646,0.547085940838,0.453121483326,0.500175654888,0.557042479515,0.5,0.543107628822,0.448170959949,0.489220231771,0.503200054169
snakebot,0.568513572216,0.537711918354,0.481201022863,0.565143465996,0.492450803518,0.489768981934,0.458615601063,0.561450958252,0.507534921169,0.466378778219
starfishbot,0.588695704937,0.577995598316,0.467164903879,0.539665222168,0.498726755381,0.46329408884,0.550760269165,0.519614338875,0.504777133465,0.4543633461
