61.0,54.0,53.0,47.0,32.0,31.0,31.0
7,-13,3,-1,3,0,0
-1,-4,-5,-1,0,0,1
-3,-7,-5,-7,5,-1,
0,-2,3,-1,-2,,0
,-13,-2,-2,0,0,1
,,,,,,
1,,,,,,
